"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"LECO","Lincoln Electric Holdings, Inc.","62.63","4212800561.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/leco",
"LIND","Lindblad Expeditions Holdings Inc. ","8.97","411614821.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lind",
"LINDW","Lindblad Expeditions Holdings Inc. ","1.941","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lindw",
"LLTC","Linear Technology Corporation","59.29","14213072734.63","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lltc",
"LBIO","Lion Biotechnologies, Inc.","8.23","480933045.17","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lbio",
"LIOX","Lionbridge Technologies, Inc.","4.99","309364441.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/liox",
"LPCN","Lipocine Inc.","4.45","81252109.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lpcn",
"LQDT","Liquidity Services, Inc.","11.24","345533459.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","128.75","2890846281.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lfus",
"LIVN","LivaNova PLC","60.1","2949326485.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/livn",
"LOB","Live Oak Bancshares, Inc.","14.42","493260469.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lob",
"LIVE","Live Ventures Incorporated","1.91","31967049.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","8.4","485340954","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lpsn",
"LKQ","LKQ Corporation","35.46","10890035354.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lkq",
"LMFA","LM Funding America, Inc.","8.08","26664000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lmfaw",
"LMIA","LMI Aerospace, Inc.","7.13","96588641.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lmia",
"LOGI","Logitech International S.A.","22.46","3632533556.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","90.38","2287214755.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/logm",
"EVAR","Lombard Medical, Inc.","0.938","18653035.17","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evar",
"CNCR","Loncar Cancer Immunotherapy ETF","25.81","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cncr",
"LONE","Lonestar Resources US Inc.","10.26","82305873.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lone",
"LTEA","Long Island Iced Tea Corp.","4.5","32258794.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ltea",
"LORL","Loral Space and Communications, Inc.","39.11","1209779891.61","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lorl",
"LOXO","Loxo Oncology, Inc.","26.18","567172237.94","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/loxo",
"LPTN","Lpath, Inc.","3.27","7763061.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lptn",
"LPLA","LPL Financial Holdings Inc.","29.9","2663239225.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lpla",
"LRAD","LRAD Corporation","1.87","59463855.11","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lrad",
"LYTS","LSI Industries Inc.","11.22","280253339.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lyts",
"LULU","lululemon athletica inc.","60.98","8357122645.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lulu",
"LITE","Lumentum Holdings Inc.","41.76","2509029205.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","22.72","989432280.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lmnx",
"LMOS","Lumos Networks Corp.","14","328491254","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lmos",
"LUNA","Luna Innovations Incorporated","1.41","39046814.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/luna",
"MBTF","M B T Financial Corp","9.02","205047925.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbtf",
"MACQU","M I Acquisitions, Inc.","10.02","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/macqu",
"MIII","M III Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/miii",
"MIIIU","M III Acquisition Corp.","9.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/miiiu",
"MIIIW","M III Acquisition Corp.","0.21","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/miiiw",
"MBVX","MabVax Therapeutics Holdings, Inc.","4.19","17726968.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbvx",
"MCBC","Macatawa Bank Corporation","7.99","271039089.11","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","11.49","71539566.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","42.33","2271664805.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtsi",
"MCUR","Macrocure Ltd.","1.45","24733747.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcur",
"MGNX","MacroGenics, Inc.","29.94","1039922786.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","12.68","1426398.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","4.22","73294226","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","53.71","1320269733.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mgln",
"MPET","Magellan Petroleum Corporation","5.49","32279058.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpet",
"MGIC","Magic Software Enterprises Ltd.","7.132","316198789.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mgic",
"CALL","magicJack VocalTec Ltd","6.08","96400600.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/call",
"MNGA","MagneGas Corporation","0.635","32225954.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnga",
"MGYR","Magyar Bancorp, Inc.","10.09","58731327.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","12.68","938544753","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhld",
"MSFG","MainSource Financial Group, Inc.","24.89","597530023.59","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msfg",
"COOL","Majesco Entertainment Company","3.47","9657044.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cool",
"MMYT","MakeMyTrip Limited","23.6","996444793.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","14.88","263327134.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","16.4","107595693.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mlvf",
"MAMS","MAM Software Group, Inc.","6.03","74776570.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mams",
"MANH","Manhattan Associates, Inc.","57.57","4122301231.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","7.07","51556129.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","5.54","89338627.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","17.97","48554688.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","0.6141","293569551.9168","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","37.68","1440722419.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mant",
"MAPI","Mapi - Pharma Ltd.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mapi",
"MARA","Marathon Patent Group, Inc.","2.75","41379637.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","2.75","119118444.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mchx",
"MARPS","Marine Petroleum Trust","3.07","6140000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","1.81","35311688.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrns",
"MKTX","MarketAxess Holdings, Inc.","165.64","6232609989.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","19.39","243139567.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrln",
"MAR","Marriott International","67.33","17128782971.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","1.7024","41912442.7904","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","20.97","681102056.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","20.04","710512428.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","13.265","6787700500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","59.44","2933450722.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/masi",
"MTCH","Match Group, Inc.","17.79","4478198406.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtch",
"MATN","Mateon Therapeutics, Inc. ","0.62","16457859.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/matn",
"MTLS","Materialise NV","7.76","103816151.2","13378370","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtls",
"MTRX","Matrix Service Company","18.75","497257050","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","30.28","10313945167.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mat",
"MATR","Mattersight Corporation","4.23","112381036.83","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/matr",
"MATW","Matthews International Corporation","60.67","1948299532.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/matw",
"MXIM","Maxim Integrated Products, Inc.","39.92","11317770058.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxim",
"MXPT","MaxPoint Interactive, Inc.","8.89","58617432.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxpt",
"MXWL","Maxwell Technologies, Inc.","5.16","165542031.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxwl",
"MZOR","Mazor Robotics Ltd.","25.9275","296823724.05","11448220","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mzor",
"MBFI","MB Financial Inc.","38.045","2806293817.915","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbfi",
"MBFIP","MB Financial Inc.","27.079","108316000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbfip",
"MCFT","MCBC Holdings, Inc.","11.38","211574775.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcft",
"MGRC","McGrath RentCorp","31.71","758115069.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","10.72","535304218.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdca",
"MFIN","Medallion Financial Corp.","4.23","102796267.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","25.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfinl",
"MTBC","Medical Transcription Billing, Corp.","0.8401","8612906.824","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","27.2076","8016882.5856","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtbcp",
"MNOV","MediciNova, Inc.","7.48","257846782.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","55.75","3205046649.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdso",
"MDGS","Medigus Ltd.","1.26","1580503.68","1254368","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdgs",
"MDWD","MediWound Ltd.","7.7","168247310","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdwd",
"MDVX","Medovex Corp.","1.5251","17321015.1798","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdvx",
"MDVXW","Medovex Corp.","0.27","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdvxw",
"MEDP","Medpace Holdings, Inc.","29.84","1182920651.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/medp",
"MEET","MeetMe, Inc.","6.2","325400521","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/meet",
"MEIP","MEI Pharma, Inc.","1.7501","64355426.2428","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/meip",
"MPEL","Melco Crown Entertainment Limited","16.11","2746522210.5","170485550","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpel",
"MLNX","Mellanox Technologies, Ltd.","43.25","2080509201.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mlnx",
"MELR","Melrose Bancorp, Inc.","14.91","39038539.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/melr",
"MEMP","Memorial Production Partners LP","1.79","149436565.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/memp",
"MENT","Mentor Graphics Corporation","26.43","2858562419.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ment",
"MTSL","MER Telemanagement Solutions Ltd.","1.24","10777900.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","184.86","8162926057.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","26.825","436693590.575","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","8.47","547959348.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/merc",
"MBVT","Merchants Bancshares, Inc.","32.56","223815356.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbvt",
"MRCY","Mercury Systems Inc","24.54","990443946.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrcy",
"EBSB","Meridian Bancorp, Inc.","15.56","835987436.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","19.28","811432289.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vivo",
"MMSI","Merit Medical Systems, Inc.","24.29","1078313038.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmsi",
"MACK","Merrimack Pharmaceuticals, Inc.","6.35","820679054.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mack",
"MSLI","Merus Labs International Inc.","1.03","120509903.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msli",
"MRUS","Merus N.V.","16.43","253138784.44","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrus",
"MLAB","Mesa Laboratories, Inc.","114.52","419766646.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mlab",
"MESO","Mesoblast Limited","4.29","18744232.65","4369285","n/a","n/a","n/a","http://www.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","60.58","516392522.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cash",
"MBLX","Metabolix, Inc.","0.45","12529917","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mblx",
"MEOH","Methanex Corporation","35.65","3201663684.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/meoh",
"MFRI","MFRI, Inc.","7.66","57753090.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfri",
"MGCD","MGC Diagnostics Corporation","7","30673125","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mgcd",
"MGEE","MGE Energy Inc.","56.455","1957202828.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","40.55","677096722.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mgpi",
"MCHP","Microchip Technology Incorporated","62.14","13378023848.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","17.78","18462583854.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mu",
"MICT","Micronet Enertec Technologies, Inc.","1.67","9817464.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mict",
"MICTW","Micronet Enertec Technologies, Inc.","0.1254","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mictw",
"MSCC","Microsemi Corporation","41.99","4752766597.41","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mscc",
"MSFT","Microsoft Corporation","57.6","448848897004.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","167.51","1914828083.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","1.38","71427420","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvis",
"MPB","Mid Penn Bancorp","19.49","82448761.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpb",
"MTP","Midatech Pharma PLC","3.1599","8566533.1386","2711014","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtp",
"MCEP","Mid-Con Energy Partners, LP","2.87","85848100.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcep",
"MBRG","Middleburg Financial Corporation","27.82","197573856.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbrg",
"MBCN","Middlefield Banc Corp.","33.9","76173672.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","35.18","572745527.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","25.39","391038600.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msbi",
"MOFG","MidWestOne Financial Group, Inc.","30.34","346963992.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mofg",
"MIME","Mimecast Limited","19.13","1042137740.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mime",
"MDXG","MiMedx Group, Inc","8.58","944162788.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdxg",
"MNDO","MIND C.T.I. Ltd.","2.17","41736517.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mndo",
"MB","MINDBODY, Inc.","19.66","781002130.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mb",
"NERV","Minerva Neurosciences, Inc","14.1142","491249148.7446","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nerv",
"MRTX","Mirati Therapeutics, Inc.","6.61","131697673.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrtx",
"MIRN","Mirna Therapeutics, Inc.","1.97","41046659.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mirn",
"MSON","MISONIX, Inc.","5.35","41673209.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mson",
"MIND","Mitcham Industries, Inc.","3.3358","40329014.7364","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","23.585","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","8.2875","271228758.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitk",
"MITL","Mitel Networks Corporation","7.36","896892396.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mitl",
"MKSI","MKS Instruments, Inc.","49.73","2664082398.63","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Management, LLC","18.02","109913620.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmac",
"MINI","Mobile Mini, Inc.","30.18","1341168929.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mini",
"MOBL","MobileIron, Inc.","2.75","235714965.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mobl",
"MOCO","MOCON, Inc.","15.69","90980081.07","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/moco",
"MDSY","ModSys International Ltd.","1.25","23356870","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdsy",
"MLNK","ModusLink Global Solutions, Inc","1.66","87288517.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mlnk",
"MBRX","Moleculin Biotech, Inc.","5.71","64264656.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbrx",
"MNTA","Momenta Pharmaceuticals, Inc.","11.68","829090316.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnta",
"MOMO","Momo Inc.","22.4971","1110521287.6944","49362864","n/a","n/a","n/a","http://www.nasdaq.com/symbol/momo",
"MCRI","Monarch Casino & Resort, Inc.","25.16","435685605.68","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcri",
"MDLZ","Mondelez International, Inc.","43.9","68287987290.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdlz",
"MGI","Moneygram International, Inc.","7.09","378931033.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mgi",
"MPWR","Monolithic Power Systems, Inc.","80.5","3259626608","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","22.1","901909530.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/type",
"MNRO","Monro Muffler Brake, Inc.","61.14","1974141511.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnro",
"MRCC","Monroe Capital Corporation","15.72","260527670.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrcc",
"MNST","Monster Beverage Corporation","146.81","27946267420.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnst",
"MSDI","Monster Digital, Inc.","1.63","11962651.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msdi",
"MSDIW","Monster Digital, Inc.","0.24","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msdiw",
"MHGC","Morgans Hotel Group Co.","2.015","70272969.845","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhgc",
"MORN","Morningstar, Inc.","79.23","3411565520.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/morn",
"MOSY","MoSys, Inc.","0.73","48170189.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mosy",
"MTFB","Motif Bio plc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtfb",
"MPAA","Motorcar Parts of America, Inc.","28.75","535625265","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpaa",
"MDM","Mountain Province Diamonds Inc.","5.24","837319684.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdm",
"MRIC","MRI Interventions Inc","6.04","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mric",
"MRVC","MRV Communications, Inc.","11.33","77918426.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrvc",
"MSBF","MSB Financial Corp.","13.62","81085621.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msbf",
"MSG","MSG Networks Inc.","169.41","4077530984.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msg",
"MTSC","MTS Systems Corporation","45.9901","766884549.5792","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtsc",
"LABL","Multi-Color Corporation","66.01","1113330006.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/labl",
"MFSF","MutualFirst Financial Inc.","27.73","203100981.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfsf",
"MYSZ","My Size, Inc.","5.25","88422395.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mysz",
"MYL","Mylan N.V.","38.12","20390826265.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/myl",
"MYOK","MyoKardia, Inc.","16.33","441243491.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/myok",
"MYOS","MYOS RENS Technology Inc.","1.71","8688604.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/myos",
"MYRG","MYR Group, Inc.","30.09","483053546.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/myrg",
"MYGN","Myriad Genetics, Inc.","20.58","1422791117.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mygn",
"NBRV","Nabriva Therapeutics AG","7.0501","102047870.967","14474670","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nbrv",
"NAKD","Naked Brand Group Inc.","1.61","9772671.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nakd",
"NNDM","Nano Dimension Ltd.","7.636","4546779.84","595440","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nndm",
"NANO","Nanometrics Incorporated","22.34","553866929.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nano",
"NSTG","NanoString Technologies, Inc.","19.96","395922009.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nstg",
"NH","NantHealth, Inc.","13.12","1590559156.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nh",
"NK","NantKwest, Inc.","7.77","639562406.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nk",
"NSSC","NAPCO Security Technologies, Inc.","7.19","135077760.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nssc",
"NDAQ","Nasdaq, Inc.","67.54","11174743843.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ndaq",
"NTRA","Natera, Inc.","11.105","575037011.155","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ntra",
"NATH","Nathan&#39;s Famous, Inc.","53.39","222746016.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nath",
